序号,单词,音标,词性,中文释义,英文例句,分类,小节
24,cook,/kʊk/,v.,做饭,He cooked lunch for me. 他为我做了午餐。,Level 2,Day 6
25,meal,/miːl/,n.,一顿饭,Try not to eat between meals. 两餐之间尽量别 吃东西。,Level 2,Day 6
26,breakfast,/ˈbrekfəst/,n.,人 早餐,Do you want eggs for breakfast? 你早饭要吃鸡 蛋吗？,Level 2,Day 6
27,lunch,/lʌntʃ/,n.,午餐,Lunch is his main meal of the day. 午饭是他的正餐。,Level 2,Day 6
28,dinner,/ˈdɪnər/,n.,晚餐,She invited us to her house for dinner. 她请我们 到她家吃晚饭。,Level 2,Day 6
29,heat,/hiːt/,n.,热；高温 能感觉到太阳照射在背上的热度。,,Level 2,Day 6
30,meat,/miːt/,n.,肉类,Meat and fish are expensive. 肉和鱼比较贵。,Level 2,Day 6
31,chip,/tʃɪp/,n.,炸薯条；芯片,chips of wood 碎木屑 | chip technology 芯片科技,Level 2,Day 6
32,bottle,/ˈbɑːtl/,n.,瓶子,There were two empty beer bottles on the table. 上有两个空啤酒瓶。,Level 2,Day 6
33,glass,/ɡlæs/,n.,玻璃；杯子；眼镜,a glass of wine 一杯酒,Level 2,Day 6
34,pair,/per/,n.,一对 88<< 零基础词汇讲义Level 2,a pair of glasses 一副眼镜,Level 2,Day 6
35,feed,/fiːd/,v.,喂养；养活,They have a large family to feed. 他们要养活一 大家人。,Level 2,Day 6
36,wheat,/wiːt/,n.,小麦,wheat flour 小麦制的面粉,Level 2,Day 6
37,upstairs,/ˌʌpˈsterz/,n.,楼上,She went upstairs to get dressed. 她上楼换衣服 去了。,Level 2,Day 6
38,downstairs,/ˌdaʊnˈsterz/,adv.,在楼下,She 冲下楼跑进厨房。,Level 2,Day 6
39,staircase,/ˈsterkeɪs/,n.,楼梯 桌 e.g. They walked down the staircase together. 他们一 起沿楼梯通道往下走。,,Level 2,Day 6
40,housewife,/ˈhaʊswaɪf/,n.,家庭主妇,"Married at nineteen, she was a traditional housewife and mother of four children. 她19 岁就结 婚了，是个传统的家庭主妇和4 个孩子的母亲。",Level 2,Day 6
1,healthy,/ˈhelθi/,adj.,健康的,Keep healthy by eating well and exercising regularly. 通过良好饮食和经常性锻炼保持健康。,Level 2,Day 7
2,physical,/ˈfɪzɪkl/,adj.,身体的；物理学的,The experience has affected both her mental physical health. 这场经历损害了她的身心健康。,Level 2,Day 7
3,mental,/ˈmentl/,adj.,精神的,mental and physical health. 身心健康,Level 2,Day 7
4,busy,/ˈbɪzi/,adj.,忙碌的,James is busy practicing for the school concert. 姆斯正忙着为学校音乐会排练。,Level 2,Day 7
5,schedule,/ˈskedʒuːl/,n.,工作计划；日程安排,"Even with her busy schedule, she finds time 线｜教研团队 watch TV. 即使有着繁忙的日程安排，她还是抽时 间看看电视。",Level 2,Day 7
6,arrange,/əˈreɪndʒ/,v.,安排；整理,The party was arranged quickly. 聚会很快就安 排好了。,Level 2,Day 7
7,regular,/ˈreɡjələr/,adj.,规则的；有规律的 and e.g. Do you take regular exercise? 你经常锻炼吗？,,Level 2,Day 7
8,habit,/ˈhæbɪt/,n.,习惯,You need to change your eating habits. 你得改变 你的饮食习惯。,Level 2,Day 7
9,suit,/suːt/,n.,套装 詹 v. 适合,a business suit 公务装 | Choose a computer to suit your needs. 选一台符 合你个人需求的电脑。,Level 2,Day 7
10,suitable,/ˈsuːtəbl/,,,This programme is not suitable for children. 这个,Level 2,Day 7
11,strength,/streŋθ/,n.,力量；优势,The ability to keep calm is one of her many strengths.能够保持冷静是她的多项长处之一。,Level 2,Day 7
12,brain,/breɪn/,n.,脑袋；脑力,Heavy drinking can cause damage to the brain. 酒过量可能造成大脑损伤。,Level 2,Day 7
13,diet,/ˈdaɪət/,n.,日常饮食,to have a healthy diet 有健康的饮食,Level 2,Day 7
14,freedom,/ˈfriːdəm/,n.,自由,He finally won his freedom after twenty years jail. 他蹲了二十年监狱以后终于获得了自由。,Level 2,Day 7
15,kick,/kɪk/,v.,踢,The boys were kicking a ball around in the 男孩们在院子里踢球。,Level 2,Day 7
16,coach,/koʊtʃ/,n.,教练,a basketball coach 篮球教练,Level 2,Day 7
17,football,/ˈfʊtbɔːl/,n.,足球,a football match 足球比赛,Level 2,Day 7
18,tennis,/ˈtenɪs/,n.,网球(运动),,Level 2,Day 7
19,jump,/dʒʌmp/,v.,跳跃；猛涨,She jumped down from the chair. 她从椅子上跳 了下来。,Level 2,Day 7
20,nurse,/nɜːrs/,n.,护士 饮 v. 照料，护理,She had spent 29 years as a nurse. 她已当了29 年护士。,Level 2,Day 7
21,disappear,/ˌdɪsəˈpɪr/,v.,消失,The plane disappeared behind a cloud. 飞机消失 在云层里。,Level 2,Day 7
22,sick,/sɪk/,,,Her mother's very sick. 她母亲病得很厉害。,Level 2,Day 7
23,ill,/ɪl/,adj.,生病的；有害的,We both started to feel ill after the meal. 我们俩 yard. 饭后都开始感到不适。,Level 2,Day 7
24,illness,/ˈɪlnəs/,n.,疾病,She is weak after her illness. 她病后很虚弱。,Level 2,Day 7
25,cancer,/ˈkænsər/,n.,癌症,The cancer has spread to his stomach. 癌已扩散 到他的胃部。,Level 2,Day 7
26,medical,/ˈmedɪkl/,adj.,医学的；医疗的,medical advance 医学上的进展,Level 2,Day 7
27,medicine,/ˈmedɪsn/,n.,药；医学,,Level 2,Day 7
28,fever,/ˈfiːvər/,n.,发烧；狂热,He has a high fever. 他发高烧。,Level 2,Day 7
29,wrist,/rɪst/,n.,手腕,She has broken her wrist. 她的腕关节骨折了。,Level 2,Day 7
30,jog,/dʒɑːɡ/,v.,慢跑 锻炼。,,Level 2,Day 7
31,jaw,/dʒɔː/,n.,颌；下巴,the upper jaw 上颌,Level 2,Day 7
32,mass,/mæs/,n.,堆,Their latest product is aimed at the mass market. 他们的最新产品瞄准了大众市场。,Level 2,Day 7
33,massive,/ˈmæsɪv/,adj.,大量的；巨大的,a massive increase in spending 开支的大幅度增加,Level 2,Day 7
34,concert,/ˈkɑːnsərt/,n.,音乐会,I've been to plenty of live rock concerts. 我到过 很多现场摇滚音乐会。,Level 2,Day 7
35,audience,/ˈɔːdiəns/,n.,观众；读者,The audience cheered and clapped. 观众又是喝 彩又是鼓掌。,Level 2,Day 7
36,tragedy,/ˈtrædʒədi/,n.,悲剧；灾难,It's a tragedy that she died so young. 她英年早逝 是一大悲哀。,Level 2,Day 7
37,thanksgiving,/ˌθæŋksˈgɪvɪŋ/,n.,感恩节,We always eat turkey on Thanksgiving. 我们过感 恩节时总是吃火鸡。,Level 2,Day 7
38,eve,/iːv/,n.,前夜，前夕,a New Year's Eve party 除夕晚会,Level 2,Day 7
39,origin,,n.,起源；源头,the origins of life on earth 地球上生命的起源,Level 2,Day 7
40,originally,/əˈrɪdʒənəli/,adv.,原来；起初,The school was originally very small. 这所学校 当初很小。,Level 2,Day 7
1,ticket,/ˈtɪkɪt/,n.,票,free tickets to the show 演出的免费票,Level 2,Day 8
2,display,/dɪˈspleɪ/,n.,陈列；展示,The exhibition gives local artists an opportunity display their work. 这次展览为当地艺术家提供了 展示自己作品的机会。,Level 2,Day 8
3,motion,/ˈmoʊʃn/,n.,运动；动作,Watch my motion carefully. 仔细瞧我的动作！,Level 2,Day 8
4,emotion,/ɪˈmoʊʃn/,n.,情感；情绪,He lost control of his emotions. 他情绪失去了控制。,Level 2,Day 8
5,expression,/ɪkˈspreʃn/,n.,表现；表情,Her expression showed her disappointment. 线｜教研团队 的表情可以看出她很失望。,Level 2,Day 8
6,delight,/dɪˈlaɪt/,,,,Level 2,Day 8
7,angry,/ˈæŋɡri/,adj.,生气的,He was still a little angry with her. 他还是对她有 to 点生气。,Level 2,Day 8
8,disappoint,/ˌdɪsəˈpɔɪnt/,v.,使失望,She will not disappoint them. 她不会让他们失望。,Level 2,Day 8
9,drama,/ˈdrɑːmə/,n.,戏剧；戏剧性事件,He knew nothing of Greek drama. 他对希腊戏剧 一无所知。,Level 2,Day 8
10,scene,/siːn/,n.,场面；景象,a delightful rural scene 赏心悦目的乡村风光,Level 2,Day 8
11,plot,/plɑːt/,n.,从她 故事情节,The book is well organized in terms of plot. 这本 书的故事布局十分严谨。,Level 2,Day 8
12,cultural,/ˈkʌltʃərəl/,adj.,文化的,cultural differences between the two communities 这两种社群之间的文化差异,Level 2,Day 8
13,religion,/rɪˈlɪdʒən/,n.,宗教,Is there always a conflict between science religion? 科学和宗教信仰之间是否永远存在着冲突？,Level 2,Day 8
14,religious,/rɪˈlɪdʒəs/,adj.,宗教的 建筑是用于宗教活动的。,,Level 2,Day 8
15,tradition,/trəˈdɪʃn/,n.,传统,cultural traditions 文化传统,Level 2,Day 8
16,ancient,/ˈeɪnʃənt/,adj.,古代的；古老的,ancient history 古代史,Level 2,Day 8
17,classic,/ˈklæsɪk/,adj.,典型的；经典的,The menu is based on classic French cooking. 个菜单以传统法国菜为主。,Level 2,Day 8
18,folk,/foʊk/,n.,人们；民谣,The music was a hybrid of Western pop traditional folk song. 这种音乐融合了西方流行音乐 和传统民歌。,Level 2,Day 8
19,educate,/ˈedʒukeɪt/,,,He was educated at Yale and Stanford. 他是在耶,Level 2,Day 8
20,lesson,/ˈlesn/,n.,课；经验；教训,Our first lesson on Tuesdays is French.我们星期 二的第一节课是法语。,Level 2,Day 8
21,grade,/ɡreɪd/,n.,协会；联合,Sam is in the second grade. 萨姆读二年级。 | She got good grades in her exams. 她考试成绩 | the European Union 欧洲联盟,Level 2,Day 8
23,association,/əˌsoʊsiˈeɪʃn/,n.,协会；社团,Postgraduate Association 研究生会,Level 2,Day 8
24,volunteer,/ˌvɑːlənˈtɪr/,n.,志愿者；志愿兵,She now helps in a local school as a volunteer three days a week. 她现在作为一名志愿者每周3 天在当 这 地一所学校帮忙。,Level 2,Day 8
25,mobile,/ˈmoʊbl/,adj.,可移动的,My mobile phone is extremely useful. 我的手机 and 极为有用。,Level 2,Day 8
26,tool,/tuːl/,n.,工具；手段,This tool can be used in a variety of ways. 这一工 具有多种用途。 | Writing is a good tool for expressing feelings. 写,Level 2,Day 8
27,tip,/tɪp/,n.,实用的提示；小费,useful tips on how to save money 几个省钱的窍门,Level 2,Day 8
28,acquire,/əˈkwaɪər/,v.,获得,She has acquired a good knowledge of English. 英语已经学得很好。,Level 2,Day 8
29,notion,/ˈnoʊʃn/,n.,概念；观念 个观念。,,Level 2,Day 8
30,definition,/ˌdefɪˈnɪʃn/,n.,定义,What's your definition of happiness? 你对幸福的 定义是什么？,Level 2,Day 8
31,concentrate,/ˈkɑːnsntreɪt/,v.,集中(注意力)；集中,At work you need to be able to concentrate. 时你要能专心。,Level 2,Day 8
32,collect,/kəˈlekt/,v.,收集；积聚,collect data 收集数据,Level 2,Day 8
33,collection,/kəˈlekʃn/,n.,聚集；收藏品,a stamp collection 邮票收藏品,Level 2,Day 8
34,background,/ˈbækɡraʊnd/,n.,背景 94<< 零基础词汇讲义Level 2,background information 背景资料 a person's family background 一个人的出身背景,Level 2,Day 8
35,academic,/ˌækəˈdemɪk/,adj.,学业的，学术的,He is unsuited to academic work. 他不适合做学 术工作。 她 36. introduction /ˌɪntrəˈdʌkʃn/ | a letter of introduction 介绍信,Level 2,Day 8
37,master,/ˈmæstər/,n.,主人；大师；硕士,master new skills 掌握新的技能 a master's degree 硕士学位,Level 2,Day 8
38,graduate,/ˈɡrædʒuət/,n.,毕业生；毕业,She graduated from Harvard this year. 工作 她今年毕 业于哈佛大学。,Level 2,Day 8
39,clever,/ˈklevər/,adj.,聪明的,He's a very clever man. 他是个很聪明的人。,Level 2,Day 8
40,dictionary,/ˈdɪkʃəneri/,n.,字典；词典,I looked it up in the dictionary. 我在词典里查过 这个词。,Level 2,Day 8
1,text,/tekst/,n.,文章,Read the text carefully and then answer questions. 先仔细阅读文章，然后再回答问题。,Level 2,Day 9
2,content,/'kɑntent/,n.,主要内容,Her poetry has a good deal of political content. 的诗歌含有大量的政治内容。,Level 2,Day 9
3,context,/ˈkɑːntekst/,n.,背景；语境,His decision can only be understood in context. 有了解来龙去脉才能明白他的决定。,Level 2,Day 9
4,title,/ˈtaɪtl/,n.,标题；职称,The title is at the top of the page. 标题就在页面 的顶端。,Level 2,Day 9
5,sentence,/ˈsentəns/,n.,句子；刑罚,,Level 2,Day 9
7,theme,/θiːm/,n.,她 题目，主题,North American literature is the main theme of this year's festival. 北美文学是今年艺术节的主题。,Level 2,Day 9
8,topic,/ˈtɑːpɪk/,,,I have discussed this topic in detail. 我已详细地,Level 2,Day 9
9,spirit,/ˈspɪrɪt/,n.,精神；灵魂,The spirit still exists. 精神永在。,Level 2,Day 9
10,outline,/ˈaʊtlaɪn/,n.,概述,You should draw up a plan or outline for the essay.,Level 2,Day 9
11,passage,/ˈpæsɪdʒ/,n.,章节；乐段；通道,Read the following passage and answer questions below. 阅读下面这段文章并回答后面的 问题。,Level 2,Day 9
12,divide,/dɪˈvaɪd/,v.,分开,A sentence can be divided up into meaningful,Level 2,Day 9
13,description,/dɪˈskrɪpʃn/,n.,描述,They gave a general description of the man. 对这个男人作了大致的描述。,Level 2,Day 9
14,illustrate,/ˈɪləstreɪt/,v.,阐明；表明,"To illustrate my point, let me tell you a little story. 为了说明我的观点，让我来给你们讲个小故事。",Level 2,Day 9
15,comparison,/kəmˈpærɪsn/,n.,比较；对比；相比,comparisons between Britain and the rest Europe 英国与欧洲其他国家之间的比较,Level 2,Day 9
16,emphasize,/ˈemfəsaɪz/,v.,强调；重视,His speech emphasized the importance of reading. 他的发言强调了阅读的重要性。,Level 2,Day 9
17,importance,/ɪmˈpɔːrtns/,n.,重要性,She stressed the importance of careful preparation.,Level 2,Day 9
18,attach,/əˈtætʃ/,v.,把……固定，把……附(在……上),I attach great importance to this research. 我认为 这项研究十分重要。 the 19. quote /kwoʊt/ | He quoted a passage from the president's speech. 他引用了主席的一段讲话。,Level 2,Day 9
20,perspective,/pərˈspektɪv/,n.,观点；远景,Try to see the issue from a different perspective. 尝试以不同的角度看待这件事。,Level 2,Day 9
21,conclude,/kənˈkluːd/,,,What do you conclude from that? 你从这件事中,Level 2,Day 9
22,suggestion,/səˈdʒestʃən/,n.,建议,Can I make a suggestion? 我可以提个建议吗？,Level 2,Day 9
23,crucial,/ˈkruːʃl/,adj.,至关重要的 of e.g. a crucial factor 关键性的因素,,Level 2,Day 9
24,element,/ˈelɪmənt/,n.,元素；要素,Cost was a key element in our decision. 价钱是我 们决策时考虑的主要因素。,Level 2,Day 9
25,diary,/ˈdaɪəri/,n.,日志,Do you keep a diary? 你经常记日记吗？,Level 2,Day 9
26,failure,/ˈfeɪljər/,n.,失败,The success or failure of the plan depends on you.,Level 2,Day 9
27,block,/blɑːk/,n.,街区,Lack of training acts as a block to progress career. 缺乏训练会妨碍事业的发展。,Level 2,Day 9
28,stress,/stres/,n.,压力；强调,cope with stress 应对压力 他强调了接受良好教育的重要性。,Level 2,Day 9
29,encounter,/ɪnˈkaʊntər/,v.,遭遇；遇到,We encountered a number of difficulties in the week. 我们在第一周遇到了一些困难。,Level 2,Day 9
30,cope,/koʊp/,v.,(成功地)对付，处理,Fit people are better able to cope with stress. 的人较能应付压力。,Level 2,Day 9
31,handle,/ˈhændl/,v.,处理，应付,We all have to learn to handle stress. 我们都得学 会调节压力。,Level 2,Day 9
32,settle,/ˈsetl/,v.,解决,There is pressure on the unions to settle. 工会组 织面临消除纷争的压力。 | She tried her best to solve the problem. 她尽了最 大的努力解决这个问题。,Level 2,Day 9
34,resolve,/rɪˈzɑːlv/,v.,下决心；解决 in a n. 决心,to resolve an issue 解决问题 | Nothing could weaken his resolve. 什么也不能削 弱他的决心。,Level 2,Day 9
35,resolution,/ˌrezəˈluːʃn/,n.,解决；决心,They refused to comply with the UN resolution. 他们拒绝遵守联合国的决议。 | New Year's resolution 新年计划,Level 2,Day 9
36,afraid,/əˈfreɪd/,adj.,害怕的；担心的 first e.g. She did not seem afraid at all . 她一点儿也没显 得害怕。,,Level 2,Day 9
37,abandon,,v.,放弃 健康 e.g. Snow forced many drivers to abandon their vehicles. 大雪迫使许多驾驶者弃车步行。,,Level 2,Day 9
38,belief,/bɪˈliːf/,n.,相信；信仰,religious beliefs 宗教信仰,Level 2,Day 9
39,impossible,/ɪmˈpɑːsəbl/,adj.,不可能的,It's impossible to get there in time. 不可能及时到 达那里。,Level 2,Day 9
40,confidence,/ˈkɑːnfɪdəns/,n.,信心,He lacks confidence. 他缺乏信心。,Level 2,Day 9
1,landscape,/ˈlændskeɪp/,n.,风景,an industrial landscape 工业景观,Level 2,Day 10
2,coast,/koʊst/,n.,海岸,We walked along the coast for five miles. 我们沿 着海岸步行了五英里。,Level 2,Day 10
3,channel,/ˈtʃæn(ə)l/,n.,频道；途径,Music is a great channel for releasing emotions. 欣赏音乐是宣泄情感的好方法。,Level 2,Day 10
